id,idade,tempo_cliente,mensalidade,suporte_ligacoes,tem_servico_extra,pagamento_em_dia,churn
7315,31,70,179.95,3,1,1,0
7316,23,65,145.36,5,0,1,0
7317,29,62,187.09,6,1,0,0
7318,33,56,141.53,3,0,0,0
7319,34,67,83.96,9,0,1,0
7320,62,17,187.9,0,1,1,0
7321,40,8,155.43,0,0,1,0
7322,31,60,157.89,4,1,1,0
7323,24,40,197.97,0,0,1,0
7324,63,62,70.53,2,0,1,0
7325,49,41,120.0,8,1,1,1
7326,32,12,93.47,2,0,1,0
7327,61,54,148.26,2,0,1,0
7328,34,11,172.95,8,0,1,1
7329,58,60,195.28,4,1,1,0
7330,71,68,123.64,7,0,1,0
7331,64,46,170.07,9,1,1,0
7332,61,38,188.39,8,1,1,0
7333,51,61,155.67,5,0,1,0
7334,22,17,93.98,6,1,0,0
7335,62,66,145.1,6,1,0,1
7336,44,36,195.79,6,1,0,1
7337,69,7,198.26,3,0,1,0
7338,40,16,149.93,1,1,1,0
7339,57,14,184.18,1,1,1,0
7340,31,25,88.05,6,1,1,1
7341,32,4,94.45,9,0,0,1
7342,60,29,193.4,6,0,1,1
7343,50,56,78.93,9,0,1,1
7344,70,6,86.75,6,0,1,1
7345,48,1,118.88,7,0,1,0
7346,52,39,142.54,2,1,0,0
7347,34,1,144.53,4,0,1,0
7348,45,63,100.88,5,1,1,0
7349,36,57,188.89,7,0,1,0
7350,63,67,188.11,7,0,1,0
7351,71,65,114.89,9,0,1,0
7352,40,65,120.8,2,1,0,0
7353,49,21,158.35,3,0,1,0
7354,57,30,152.82,5,0,1,0
7355,30,33,113.52,3,0,1,0
7356,37,48,117.99,9,0,1,1
7357,52,22,108.73,3,0,1,0
7358,22,54,92.95,4,0,0,0
7359,26,4,124.14,9,0,1,1
7360,46,55,156.1,6,0,1,0
7361,23,44,163.88,1,1,1,1
7362,42,12,169.04,1,0,1,0
7363,48,52,112.46,9,0,1,1
7364,39,65,167.05,8,0,0,0
7365,19,65,60.91,3,0,1,0
7366,62,10,126.79,4,0,1,0
7367,22,18,171.15,2,1,1,0
7368,44,47,148.21,1,1,0,0
7369,42,66,126.37,9,0,1,0
7370,25,49,150.25,7,1,1,0
7371,72,22,186.97,3,1,0,1
7372,18,26,139.29,0,0,1,0
7373,37,9,171.97,5,0,1,1
7374,61,21,197.3,5,0,1,1
7375,40,63,158.78,1,0,1,0
7376,49,6,140.27,1,0,1,1
7377,28,14,65.25,7,0,1,0
7378,56,33,112.43,6,1,1,0
7379,64,71,139.16,1,1,1,0
7380,71,24,171.61,9,0,1,0
7381,41,51,121.33,0,0,1,1
7382,28,2,194.41,7,1,1,1
7383,46,15,98.05,9,1,1,0
7384,71,35,164.24,1,1,1,0
7385,43,36,118.66,4,0,1,1
7386,33,39,128.04,5,0,1,0
7387,52,4,172.35,9,1,1,1
7388,37,64,101.47,0,1,0,0
7389,63,6,73.55,1,0,1,0
7390,20,57,132.84,9,1,0,1
7391,18,30,134.03,3,0,1,0
7392,70,67,171.6,1,0,1,0
7393,64,15,195.56,5,0,1,1
7394,18,17,67.74,3,1,1,0
7395,34,18,142.84,2,0,1,0
7396,19,19,155.38,5,0,1,0
7397,46,69,198.01,8,1,1,0
7398,37,24,191.96,7,1,1,1
7399,23,48,159.74,1,0,1,1
7400,25,30,133.05,2,0,1,0
7401,46,15,82.61,1,0,1,0
7402,65,47,113.78,9,0,1,1
7403,68,44,141.92,6,0,1,0
7404,50,27,161.53,8,0,1,0
7405,20,64,148.96,0,0,1,0
7406,52,41,159.98,2,1,1,0
7407,22,68,120.08,5,1,1,1
7408,44,5,161.87,3,0,1,1
7409,61,53,80.12,9,0,0,0
7410,29,8,82.76,9,0,1,0
7411,37,22,82.8,0,0,1,0
7412,62,7,184.72,8,1,1,0
7413,37,22,70.64,6,1,1,0
7414,26,46,172.21,6,1,1,1
7415,56,30,92.7,0,1,1,0
7416,21,16,125.58,8,1,0,0
7417,68,5,188.23,7,0,1,0
7418,71,67,142.03,9,1,1,1
7419,36,23,89.42,4,0,0,0
7420,55,61,99.77,3,1,0,1
7421,44,5,188.86,0,0,1,0
7422,62,23,119.8,8,0,1,1
7423,60,25,142.18,7,0,1,0
7424,30,8,124.39,1,0,1,0
7425,30,21,112.98,3,1,1,1
7426,74,2,91.26,3,1,1,1
7427,39,22,156.07,6,0,1,1
7428,45,68,160.55,2,0,1,1
7429,69,64,98.48,7,0,1,1
7430,64,19,170.46,6,0,1,0
7431,70,53,179.63,9,0,1,1
7432,62,52,188.89,3,0,1,0
7433,39,47,82.57,8,0,1,1
7434,60,54,102.55,5,1,1,0
7435,36,44,180.45,2,1,1,0
7436,25,7,87.8,6,0,1,1
7437,69,1,60.49,5,1,0,0
7438,25,63,181.92,7,0,1,0
7439,59,39,105.7,4,1,1,0
7440,43,19,118.03,5,1,1,0
7441,65,31,122.49,0,0,1,0
7442,68,24,178.76,7,0,1,0
7443,43,69,107.3,0,1,1,0
7444,40,65,184.92,2,0,1,0
7445,60,33,146.37,1,0,1,0
7446,30,59,133.82,5,1,1,0
7447,45,33,105.59,7,0,1,1
7448,26,32,94.12,7,0,1,1
7449,37,59,147.37,6,1,1,0
7450,73,41,122.57,6,1,1,0
7451,36,12,187.47,7,1,1,0
7452,65,11,128.83,4,0,1,0
7453,56,19,131.65,2,0,1,0
7454,68,54,118.34,1,1,1,0
7455,29,57,170.5,2,1,1,0
7456,32,42,119.48,2,0,1,1
7457,48,71,97.71,6,1,0,1
7458,72,31,180.68,0,1,1,0
7459,31,52,143.56,6,1,1,1
7460,28,2,142.81,5,0,1,1
7461,43,38,145.52,9,0,1,1
7462,59,32,160.64,1,0,0,0
7463,44,10,103.83,9,0,0,1
7464,28,8,64.74,0,0,1,0
7465,55,20,173.48,8,1,1,0
7466,51,20,78.05,1,1,0,0
7467,60,9,161.05,3,1,1,0
7468,36,15,71.52,8,0,1,0
7469,23,63,112.54,8,0,0,0
7470,63,21,68.82,0,0,1,1
7471,69,5,133.11,1,1,1,0
7472,55,35,151.44,1,0,1,1
7473,66,68,84.0,1,0,1,0
7474,59,48,112.03,7,0,1,1
7475,45,62,190.23,7,0,1,1
7476,18,35,121.93,9,1,1,1
7477,52,70,172.36,7,0,1,1
7478,57,21,189.81,3,1,1,0
7479,25,39,196.41,7,0,1,1
7480,69,34,185.77,6,0,1,1
7481,71,15,104.44,7,0,1,0
7482,64,6,194.76,0,1,0,1
7483,73,66,173.74,2,0,1,0
7484,24,56,177.2,9,1,1,0
7485,28,49,62.12,5,1,1,0
7486,56,1,193.59,0,1,0,0
7487,21,65,168.93,3,0,1,1
7488,42,28,167.52,8,1,1,0
7489,29,20,71.41,6,0,1,1
7490,43,48,92.56,0,0,1,1
7491,55,65,194.72,5,0,1,1
7492,63,51,130.09,5,0,1,0
7493,29,43,115.7,1,0,1,0
7494,60,49,177.59,5,1,1,0
7495,68,25,72.23,9,1,1,0
7496,70,41,118.37,1,0,1,1
7497,54,71,112.6,7,0,1,1
7498,63,64,108.98,6,1,1,0
7499,70,61,103.08,5,0,1,1
7500,41,12,89.41,9,0,0,1
7501,33,69,84.21,5,0,1,1
7502,74,14,149.66,8,0,1,1
7503,30,34,188.72,8,0,1,0
7504,42,48,131.24,9,1,1,0
7505,71,61,101.72,9,1,1,1
7506,71,35,82.28,1,0,1,0
7507,74,65,176.22,2,0,1,0
7508,69,59,196.01,9,1,1,1
7509,71,36,108.88,6,1,1,0
7510,21,19,100.73,9,0,1,0
7511,28,42,144.21,8,0,1,0
7512,49,69,168.55,5,0,1,0
7513,66,19,123.76,0,1,0,1
7514,24,39,148.21,6,1,1,1
7515,63,69,160.32,0,0,1,0
7516,28,52,194.48,4,1,1,0
7517,45,12,83.11,8,1,0,1
7518,71,47,199.63,9,0,1,0
7519,58,36,114.9,9,1,0,0
7520,40,63,161.25,8,1,1,1
7521,62,51,140.14,0,1,1,0
7522,40,43,128.13,5,1,1,0
7523,67,34,157.73,2,0,1,1
7524,45,49,115.41,8,1,1,0
7525,60,18,77.66,2,0,1,0
7526,64,61,128.45,1,0,1,1
7527,74,57,133.07,7,0,1,0
7528,43,5,88.27,2,0,1,0
7529,42,24,190.99,4,0,1,1
7530,71,64,91.85,5,0,1,1
7531,46,59,117.29,9,1,1,0
7532,36,38,81.69,9,1,0,1
7533,50,33,135.01,0,1,1,0
7534,53,10,103.07,6,1,0,0
7535,31,37,128.5,6,0,1,0
7536,31,11,91.45,4,0,1,0
7537,52,24,67.53,8,0,0,1
7538,47,71,169.09,1,0,1,0
7539,45,21,149.75,4,1,0,0
7540,34,20,107.7,1,1,1,1
7541,20,10,66.65,1,0,1,0
7542,33,47,181.18,8,0,0,1
7543,63,47,83.77,6,0,1,1
7544,47,15,190.3,3,0,0,1
7545,69,44,127.0,7,0,1,1
7546,46,62,107.65,3,1,1,1
7547,62,6,163.85,0,1,1,0
7548,32,66,182.76,9,1,1,1
7549,63,4,111.9,2,0,1,0
7550,73,23,117.03,9,0,1,1
7551,42,13,120.64,0,1,1,0
7552,68,31,189.13,1,1,1,0
7553,55,16,156.96,1,0,1,0
7554,59,41,94.67,6,1,1,0
7555,64,1,85.9,3,0,1,0
7556,70,12,92.25,9,0,1,1
7557,71,56,96.9,8,1,1,0
7558,69,50,92.23,1,0,1,1
7559,55,20,152.19,8,1,1,1
7560,40,66,76.23,5,0,1,0
7561,42,36,114.23,9,0,1,0
7562,59,38,147.51,7,0,1,1
7563,24,22,100.72,6,0,1,0
7564,39,61,69.14,7,0,1,0
7565,34,50,71.46,8,0,1,0
7566,35,59,77.64,7,0,1,1
7567,66,20,177.02,5,1,1,0
7568,58,36,152.1,7,1,1,0
7569,27,15,69.03,7,0,1,1
7570,27,62,114.75,1,1,1,1
7571,74,3,99.0,1,0,1,1
7572,24,5,140.93,0,1,1,1
7573,65,56,133.19,9,0,0,1
7574,67,31,127.36,1,0,1,0
7575,55,35,104.03,6,1,1,0
7576,44,71,79.29,2,0,1,0
7577,69,70,163.93,3,0,1,1
7578,50,26,183.18,3,0,1,0
7579,18,1,192.18,3,0,1,0
7580,61,7,68.21,1,1,1,1
7581,70,36,163.59,5,1,1,0
7582,51,25,161.71,0,1,0,0
7583,21,59,192.6,4,1,1,0
7584,34,61,95.41,1,1,0,0
7585,21,29,163.91,8,0,1,1
7586,60,18,67.65,1,0,1,0
7587,71,41,148.37,5,0,1,0
7588,43,19,109.12,3,0,1,0
7589,21,4,167.65,5,1,1,0
7590,18,65,180.86,1,0,1,1
7591,24,41,111.07,1,0,1,1
7592,47,15,133.58,6,0,1,0
7593,67,54,76.44,2,0,1,0
7594,26,64,118.37,2,1,1,0
7595,52,15,110.51,6,1,1,1
7596,25,50,85.64,7,0,1,1
7597,41,22,185.23,6,1,1,1
7598,36,18,80.73,2,0,1,0
7599,53,2,149.0,2,0,1,0
7600,67,36,184.62,6,0,1,0
7601,69,20,187.68,2,0,1,0
7602,60,16,171.05,1,0,1,1
7603,44,67,84.66,6,0,1,1
7604,49,30,174.44,2,0,1,0
7605,31,55,98.72,4,0,1,0
7606,74,66,189.14,6,1,1,0
7607,35,26,159.27,1,1,1,0
7608,45,57,169.94,7,1,1,0
7609,46,69,71.9,1,0,1,0
7610,33,2,141.59,3,1,1,0
7611,52,56,174.96,3,0,1,1
7612,64,62,180.62,7,0,1,0
7613,48,34,64.01,0,1,1,1
7614,21,56,191.48,8,1,1,1
7615,54,55,66.07,5,1,1,0
7616,34,20,146.03,3,1,1,0
7617,56,50,157.07,5,1,1,0
7618,65,25,75.03,5,1,0,0
7619,63,25,66.72,8,1,1,0
7620,43,53,169.89,3,0,1,0
7621,65,14,113.85,7,0,1,0
7622,56,60,75.0,0,1,1,1
7623,58,43,166.77,5,0,1,1
7624,21,62,178.88,4,0,1,0
7625,47,69,142.23,2,0,1,0
7626,47,63,82.57,3,0,1,0
7627,39,2,62.13,7,0,1,0
7628,28,54,158.11,9,1,1,1
7629,19,16,137.02,1,1,1,0
7630,61,55,151.11,7,0,1,1
7631,29,43,173.85,6,0,1,0
7632,47,61,120.79,0,0,1,0
7633,53,38,77.43,1,1,1,0
7634,35,45,191.6,6,0,1,1
7635,43,51,136.34,2,0,0,1
7636,70,42,146.14,1,0,1,0
7637,24,24,190.68,0,0,1,0
7638,18,30,190.42,6,0,1,0
7639,43,37,140.09,2,0,1,0
7640,40,53,101.67,5,0,0,0
7641,43,63,199.6,9,0,1,1
7642,62,11,155.31,7,1,0,0
7643,23,23,117.18,5,0,1,0
7644,23,50,138.38,6,0,0,0
7645,61,55,118.22,5,0,1,0
7646,25,55,184.36,6,0,1,1
7647,41,4,127.55,4,0,1,1
7648,39,54,175.29,8,1,1,1
7649,36,61,177.62,2,1,1,0
7650,54,5,175.41,5,1,1,0
7651,35,18,161.11,8,1,1,0
7652,48,44,179.68,0,1,0,0
7653,54,31,114.21,4,0,1,0
7654,47,21,76.05,3,1,1,0
7655,74,47,177.94,8,0,1,1
7656,59,30,129.74,0,0,1,0
7657,50,55,77.83,3,1,1,0
7658,27,68,76.14,0,0,1,0
7659,54,69,82.29,2,0,1,0
7660,29,41,165.14,3,0,1,0
7661,71,45,159.52,0,1,1,0
7662,47,30,88.53,4,0,1,0
7663,44,45,178.57,5,0,1,1
7664,56,45,99.38,0,0,1,0
7665,26,45,171.02,9,0,1,1
7666,71,55,128.43,9,0,1,1
7667,38,59,162.42,3,0,1,0
7668,29,5,113.39,3,1,1,0
7669,72,32,108.6,0,0,0,1
7670,46,6,177.79,1,1,1,0
7671,50,26,64.94,9,0,1,0
7672,60,37,196.46,4,0,1,0
7673,70,13,150.75,1,1,1,0
7674,32,69,120.55,2,1,1,0
7675,19,25,147.93,8,0,1,0
7676,69,13,77.18,4,1,1,0
7677,56,20,131.97,0,0,0,0
7678,70,60,197.91,4,0,1,0
7679,61,21,92.94,2,1,1,0
7680,71,61,161.12,0,0,1,0
7681,35,26,120.9,2,1,1,0
7682,20,54,151.34,5,0,1,0
7683,24,42,88.68,9,1,1,0
7684,60,11,125.87,4,1,1,0
7685,35,37,197.21,0,1,1,0
7686,61,11,87.34,1,0,0,0
7687,55,27,149.1,4,0,1,0
7688,54,34,140.58,8,1,1,0
7689,50,38,139.11,4,1,0,1
7690,61,61,146.12,4,0,1,1
7691,48,53,130.31,0,0,1,0
7692,28,65,62.37,4,1,1,1
7693,21,3,186.01,7,0,1,0
7694,35,67,175.78,8,0,0,1
7695,21,28,84.38,9,1,1,1
7696,66,14,117.86,2,0,1,0
7697,51,52,167.88,3,1,1,0
7698,46,30,197.21,6,0,1,0
7699,41,58,193.16,6,0,1,0
7700,39,54,185.91,0,1,0,1
7701,19,69,82.17,5,0,1,0
7702,61,15,188.03,8,0,1,1
7703,23,38,182.98,4,1,1,0
7704,59,14,112.77,7,0,1,0
7705,42,57,115.23,9,0,1,0
7706,72,59,124.39,8,0,1,1
7707,74,8,151.86,9,0,1,1
7708,38,19,96.52,9,0,1,1
7709,72,32,63.21,2,1,1,0
7710,33,29,79.77,0,0,1,1
7711,48,41,121.62,1,1,1,0
7712,31,45,99.48,4,1,1,1
7713,56,13,167.03,9,1,1,1
7714,45,27,74.94,6,1,1,0
7715,49,19,188.45,5,0,1,0
7716,45,26,185.35,3,1,1,0
7717,68,53,187.23,8,0,0,1
7718,72,51,163.55,3,0,1,0
7719,66,37,74.98,2,0,1,1
7720,26,9,121.34,4,1,1,0
7721,62,52,78.4,3,1,1,0
7722,39,54,198.28,1,1,1,0
7723,49,3,106.63,2,0,1,0
7724,22,69,141.95,6,0,1,0
7725,40,8,169.12,1,1,1,0
7726,22,14,188.89,0,1,1,0
7727,59,3,165.78,1,0,1,1
7728,70,24,154.43,7,1,1,0
7729,49,13,125.24,7,0,1,1
7730,27,43,144.76,9,1,1,0
7731,56,29,73.18,1,0,1,0
7732,32,51,183.75,5,1,1,0
7733,24,42,136.13,6,1,1,0
7734,46,31,65.62,0,0,1,0
7735,64,63,188.79,6,0,1,1
7736,20,26,128.5,7,1,0,1
7737,36,18,181.6,8,0,1,0
7738,27,57,179.96,7,0,1,1
7739,45,7,174.21,2,0,1,0
7740,46,48,68.6,7,1,1,1
7741,32,60,94.59,2,0,0,1
7742,52,33,182.58,5,0,1,0
7743,23,3,185.86,3,0,1,0
7744,29,4,124.13,6,0,1,1
7745,64,4,121.61,7,1,1,1
7746,55,42,84.52,9,0,1,0
7747,30,9,195.58,5,1,1,0
7748,46,51,89.84,9,0,1,1
7749,36,17,86.73,3,0,1,0
7750,20,17,152.5,7,1,1,1
7751,25,20,94.0,6,0,1,1
7752,25,14,191.43,9,1,1,1
7753,72,22,61.53,7,1,1,1
7754,37,52,60.81,9,0,1,1
7755,64,27,130.68,6,0,1,1
7756,21,43,128.33,2,1,1,0
7757,68,3,82.87,2,1,0,0
7758,38,8,129.23,8,1,0,0
7759,20,10,117.63,6,1,1,1
7760,62,29,184.65,0,0,1,1
7761,25,40,61.3,2,0,0,0
7762,40,65,196.68,0,0,1,0
7763,33,21,147.41,5,0,1,0
7764,30,24,81.26,1,1,1,0
7765,20,60,66.55,6,0,1,0
7766,65,26,135.33,7,0,0,1
7767,26,9,92.88,5,1,1,0
7768,31,20,102.16,4,0,0,0
7769,30,56,94.32,9,0,1,1
7770,70,36,151.02,3,0,1,0
7771,74,36,137.49,8,0,1,1
7772,24,22,70.92,7,0,0,1
7773,32,1,133.71,4,1,1,0
7774,24,69,170.77,0,1,0,0
7775,55,37,71.37,7,0,0,0
7776,51,13,184.56,7,0,1,0
7777,58,43,140.96,6,1,1,0
7778,39,37,193.09,6,0,1,1
7779,41,25,80.74,7,0,1,1
7780,66,21,199.1,0,1,0,1
7781,54,41,150.2,2,1,1,0
7782,61,42,139.45,3,0,1,0
7783,18,42,132.14,5,0,1,0
7784,27,2,63.31,9,1,1,1
7785,60,68,191.55,9,0,1,1
7786,33,8,150.16,8,0,1,1
7787,63,61,72.83,3,0,1,0
7788,25,14,62.93,5,0,1,0
7789,73,21,67.11,8,1,1,1
7790,66,24,145.32,8,0,1,0
7791,42,50,145.96,5,1,1,0
7792,67,45,129.95,4,1,1,0
7793,29,64,102.95,2,0,1,1
7794,42,64,134.44,4,0,1,0
7795,34,26,132.28,2,1,1,0
7796,43,32,62.72,4,1,1,0
7797,63,57,99.55,9,1,1,0
7798,65,53,67.45,9,1,1,0
7799,31,33,186.02,0,0,1,0
7800,58,52,161.53,5,1,1,0
7801,53,18,199.46,6,1,1,1
7802,74,35,102.3,1,0,1,0
7803,40,12,182.99,2,0,1,0
7804,60,51,144.43,9,0,0,1
7805,23,10,123.44,8,0,1,1
7806,64,52,91.16,7,1,1,0
7807,22,34,163.37,3,1,1,1
7808,60,67,186.58,7,0,1,1
7809,42,39,92.94,7,1,1,1
7810,35,8,84.55,5,0,1,0
7811,30,29,157.47,0,1,1,0
7812,60,22,196.78,1,1,1,0
7813,31,70,164.99,3,1,1,0
7814,45,61,99.84,3,0,1,0
7815,35,43,118.79,1,0,1,0
7816,74,49,113.8,8,0,1,1
7817,45,29,179.29,1,0,1,1
7818,68,31,167.99,5,1,1,0
7819,73,53,142.46,4,0,1,1
7820,44,34,98.49,3,0,1,0
7821,49,38,191.32,5,1,1,0
7822,64,57,151.46,3,0,1,0
7823,26,4,195.87,8,0,1,1
7824,57,2,141.22,9,1,1,0
7825,49,12,174.97,6,0,1,1
7826,37,35,173.83,2,0,1,0
7827,45,70,107.23,9,1,1,1
7828,50,21,194.96,3,1,1,0
7829,21,61,63.07,0,1,1,0
7830,63,35,167.62,5,1,1,0
7831,74,48,195.18,1,1,1,0
7832,51,15,107.45,3,0,1,1
7833,65,71,150.74,4,0,1,0
7834,20,15,138.71,7,1,1,0
7835,43,6,166.61,2,1,1,0
7836,25,68,181.26,5,0,1,0
7837,23,22,144.43,0,0,1,1
7838,33,32,174.23,8,1,1,0
7839,41,22,103.72,0,0,1,0
7840,65,27,92.0,1,1,1,0
7841,56,15,120.29,0,0,1,0
7842,47,44,154.88,7,1,1,0
7843,62,9,86.21,3,1,1,0
7844,30,34,155.25,1,1,0,0
7845,22,15,115.17,6,0,1,0
7846,42,62,171.38,7,0,1,0
7847,37,45,65.16,8,1,1,0
7848,71,58,153.52,4,0,0,0
7849,35,19,150.98,2,0,1,1
7850,64,16,191.73,0,0,0,1
7851,35,8,159.87,7,0,1,0
7852,19,33,171.48,5,0,1,0
7853,27,18,186.64,4,0,1,0
7854,72,35,154.51,6,0,1,1
7855,62,43,100.62,4,1,1,0
7856,67,50,181.77,3,1,1,0
7857,64,3,164.66,4,0,0,0
7858,29,59,119.42,6,0,1,0
7859,64,28,159.47,5,0,0,1
7860,30,46,181.48,9,1,1,1
7861,67,64,196.59,9,0,1,1
7862,64,70,193.33,8,0,1,0
7863,74,47,105.55,9,0,1,0
7864,72,14,119.04,1,0,1,1
7865,28,7,75.34,6,0,1,1
7866,36,31,94.66,0,1,1,0
7867,52,51,183.54,7,0,0,0
7868,56,29,110.52,3,1,1,1
7869,70,15,146.88,7,1,0,1
7870,43,25,153.24,7,0,1,0
7871,63,61,169.46,3,1,1,0
7872,31,41,85.59,3,0,1,0
7873,71,69,102.67,4,0,1,0
7874,62,4,122.77,6,0,1,0
7875,61,57,111.08,5,0,1,0
7876,41,31,197.61,0,0,1,1
7877,58,3,176.89,5,0,1,0
7878,18,67,127.16,2,0,1,0
7879,68,50,183.1,8,0,1,1
7880,60,17,108.67,2,0,1,0
7881,72,60,170.02,8,0,1,0
7882,39,66,91.31,4,1,1,0
7883,40,24,168.13,9,1,1,0
7884,73,32,123.9,7,1,1,1
7885,71,19,75.05,8,1,1,0
7886,36,66,98.26,8,0,1,0
7887,35,60,116.32,6,1,1,0
7888,29,66,164.9,9,0,1,0
7889,72,15,70.22,0,0,1,0
7890,45,35,152.34,7,0,1,0
7891,45,69,160.24,6,0,1,0
7892,50,27,151.55,3,1,1,0
7893,36,7,166.49,5,1,1,0
7894,45,6,84.94,9,1,0,0
7895,69,33,142.19,1,0,1,0
7896,66,58,191.76,3,0,1,0
7897,54,49,145.51,7,0,1,1
7898,43,17,145.59,3,0,1,0
7899,52,42,163.1,9,0,1,0
7900,51,40,106.65,3,1,1,1
7901,52,46,158.07,3,1,1,1
7902,57,71,188.27,9,1,1,0
7903,33,70,61.53,8,0,1,1
7904,55,68,181.82,1,0,1,1
7905,30,1,90.61,6,0,1,0
7906,40,52,123.83,2,0,1,0
7907,71,35,179.33,3,0,1,0
7908,39,69,175.35,0,0,1,0
7909,33,5,184.87,2,1,1,0
7910,45,17,191.66,1,1,1,0
7911,65,53,122.6,9,0,1,1
7912,52,52,151.89,6,1,1,1
7913,62,14,114.67,5,1,1,0
7914,63,29,109.1,0,0,1,0
7915,25,8,120.42,7,1,1,0
7916,61,1,164.03,8,0,1,0
7917,72,29,130.2,0,0,1,0
7918,72,36,173.97,4,0,1,1
7919,39,51,164.33,6,0,1,1
7920,38,37,62.87,1,1,1,1
7921,43,69,148.23,5,1,1,0
7922,57,53,121.12,7,0,0,0
7923,38,52,123.93,7,0,1,0
7924,42,12,174.57,9,0,0,0
7925,58,52,136.67,9,0,1,1
7926,18,1,183.99,7,0,1,0
7927,23,7,159.79,5,1,1,1
7928,40,17,137.4,5,0,1,1
7929,68,43,165.64,2,0,1,0
7930,40,71,65.37,1,1,1,0
7931,60,17,63.79,4,1,1,0
7932,60,59,71.67,8,1,0,1
7933,40,3,121.26,3,1,1,0
7934,49,29,92.96,4,0,1,0
7935,47,22,197.8,5,0,1,0
7936,30,38,135.92,5,1,1,0
7937,60,54,152.74,3,0,1,1
7938,35,50,99.03,3,1,1,0
7939,40,69,105.05,7,0,1,1
7940,32,30,106.96,4,1,1,0
7941,50,23,157.82,4,0,1,1
7942,38,47,126.32,8,1,0,0
7943,74,21,132.48,3,0,1,0
7944,56,20,142.88,6,0,1,1
7945,40,23,167.63,4,1,1,0
7946,44,68,72.65,8,0,1,0
7947,62,21,168.76,7,1,1,0
7948,61,21,138.85,7,0,0,1
7949,35,1,153.67,9,1,0,1
7950,41,15,105.86,9,0,0,1
7951,68,17,117.31,2,1,1,1
7952,64,51,92.36,8,1,1,1
7953,57,63,197.1,7,0,1,1
7954,68,14,129.58,2,1,1,0
7955,59,59,199.45,9,1,1,0
7956,24,50,128.57,0,0,1,0
7957,67,34,90.77,4,0,1,0
7958,65,6,131.04,3,1,1,0
7959,37,49,65.54,7,1,1,0
7960,44,6,186.67,5,0,1,1
7961,23,69,174.6,9,0,0,1
7962,44,7,161.61,4,0,1,0
7963,26,51,145.38,8,0,1,0
7964,70,1,141.18,5,0,1,1
7965,62,13,199.54,2,0,1,0
7966,74,43,98.92,5,1,1,0
7967,48,27,169.16,3,0,1,1
7968,38,71,141.4,4,1,1,0
7969,43,3,196.62,5,0,1,0
7970,57,58,175.89,8,1,1,1
7971,65,17,199.79,2,0,1,0
7972,62,45,142.37,0,0,1,0
7973,30,58,88.64,1,1,1,0
7974,66,56,130.52,7,0,1,0
7975,40,54,159.56,3,0,1,0
7976,37,29,168.41,6,1,0,0
7977,54,54,60.07,1,0,1,0
7978,71,27,130.7,9,1,0,1
7979,70,45,92.93,7,1,1,0
7980,45,31,182.49,9,0,1,0
7981,34,36,81.41,8,0,1,0
7982,45,61,153.3,6,1,1,1
7983,58,37,97.25,9,0,1,1
7984,19,67,109.92,0,1,1,0
7985,42,36,191.68,1,0,1,0
7986,67,5,93.66,8,1,1,0
7987,58,46,73.3,9,1,1,1
7988,23,52,69.7,6,0,1,0
7989,28,49,130.65,2,1,1,0
7990,74,6,149.84,4,0,0,1
7991,55,10,105.82,0,0,1,1
7992,23,23,156.64,9,0,1,1
7993,62,17,68.54,2,0,1,0
7994,28,44,180.03,3,0,1,1
7995,31,41,174.32,3,0,1,1
7996,19,15,197.97,6,0,1,0
7997,57,44,191.11,4,0,1,0
7998,20,58,109.87,8,0,0,1
7999,72,50,115.9,6,0,1,0
8000,70,52,164.44,1,1,1,0
8001,52,70,78.77,7,1,0,1
8002,50,68,103.96,1,1,1,0
8003,41,63,76.6,6,0,1,1
8004,36,58,123.68,4,0,1,1
8005,35,23,137.28,9,0,1,0
8006,66,44,89.56,5,0,1,0
8007,69,44,63.73,3,1,1,1
8008,41,52,160.71,4,1,1,0
8009,62,67,62.8,4,0,1,0
8010,52,28,196.28,6,0,1,1
8011,18,67,91.03,3,1,1,0
8012,53,18,152.95,4,1,1,0
8013,42,27,120.87,3,0,0,1
8014,62,51,68.35,3,0,1,0
8015,66,60,126.11,7,0,1,1
8016,60,49,132.35,4,0,1,0
8017,51,15,179.66,8,1,1,1
8018,42,68,162.53,4,0,1,0
8019,33,15,71.1,7,0,1,0
8020,51,51,89.28,2,0,0,1
8021,46,48,103.66,6,0,1,0
8022,36,1,76.3,0,1,0,0
8023,40,7,123.97,4,0,1,1
8024,36,53,197.8,1,0,1,0
8025,42,31,132.05,7,1,1,0
8026,33,18,163.86,5,0,1,0
8027,71,12,155.61,4,0,1,1
8028,68,48,178.99,2,0,1,0
8029,26,30,90.2,0,0,1,0
8030,18,7,165.54,9,0,1,1
8031,59,3,183.39,9,0,1,1
8032,36,63,84.01,9,1,1,1
8033,50,6,108.55,9,0,1,1
8034,51,15,195.81,7,1,0,1
8035,33,71,169.31,4,1,1,1
8036,61,43,99.56,8,0,1,0
8037,57,18,138.95,6,1,0,1
8038,72,22,116.61,0,1,1,1
8039,35,61,128.6,0,1,1,0
8040,51,61,109.72,6,1,1,1
8041,42,53,99.11,6,0,0,1
8042,62,26,154.47,8,0,1,0
8043,23,40,169.0,1,0,1,1
8044,38,8,182.35,6,1,1,0
8045,23,21,81.75,1,0,1,0
8046,49,43,175.2,9,0,1,0
8047,58,21,95.67,9,1,1,0
8048,65,3,119.83,1,0,1,1
